1.0,7.0,13.0,2.0,1.0,7.0,100.0,3168.0,8.0,4.0,2.0,1.0,8.0,3.0,4.0,4.0,1.0,1.75,2.0,1.89,4.56,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,8.0,1.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.89,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0
5.0,1.0,2.0,2.0,1.0,3.0,19.0,1584.0,4.0,4.0,1.0,2.0,6.0,3.0,7.0,4.0,1.0,2.5,2.0,1.89,4.56,1.0,3.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,8.0,1.0,6.0,2.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,4.56,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
5.0,2.0,3.0,3.0,1.0,3.0,64.0,5280.0,4.0,5.0,3.0,4.0,6.0,3.0,6.0,1.0,0.0,2.0,2.0,1.89,1.89,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,8.0,1.0,5.0,1.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,5.0,2.0,3.0,1.44,3.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,3.0
4.0,2.0,4.0,6.0,1.0,7.0,246.0,5280.0,2.0,4.0,1.0,1.0,4.0,3.0,7.0,4.0,1.0,3.25,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,6.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0,1.44,1.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0
4.0,2.0,4.0,12.0,1.0,7.0,420.0,38016.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.75,2.0,1.89,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,9.0,8.0,1.0,2.0,1.0,1.0,4.0,2.0,24.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0
4.0,2.0,4.0,6.0,4.0,7.0,177.0,9856.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,0.0,1.75,3.0,4.56,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,7.0,8.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0
4.0,1.0,4.0,6.0,1.0,7.0,54.0,7920.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,0.0,3.5,1.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,1.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0
4.0,1.0,4.0,6.0,1.0,3.0,14.0,4224.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,0.0,2.25,2.0,1.89,1.89,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,3.0,1.44,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0
5.0,1.0,14.0,12.0,1.0,2.0,335.0,24255.0,4.0,5.0,1.0,3.0,4.0,1.0,6.0,5.0,1.0,3.75,1.0,4.56,4.56,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,7.0,1.0,1.0,3.0,1.0,8.0,3.0,4.0,2.0,1.0,0.0,5.0,3.0,3.0,1.44,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0
4.0,3.0,3.0,9.0,1.0,1.0,650.0,35640.0,3.0,3.0,1.0,3.0,6.0,3.0,4.0,3.0,0.0,1.25,1.0,4.11,1.89,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,7.0,9.0,1.0,1.0,2.0,1.0,8.0,3.0,7.0,2.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0
5.0,2.0,2.0,6.0,1.0,5.0,36.0,7920.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,0.0,2.0,2.0,4.56,1.44,1.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,10.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,3.0,2.0,0.0,5.0,3.0,3.0,4.11,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0
5.0,1.0,5.0,2.0,1.0,2.0,30.0,1760.0,5.0,5.0,1.0,4.0,7.0,3.0,6.0,5.0,1.0,3.75,2.0,5.0,1.44,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,2.0,1.0,8.0,2.0,7.0,2.0,1.0,0.0,4.0,3.0,3.0,1.44,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
5.0,1.0,6.0,3.0,1.0,2.0,409.0,3080.0,4.0,5.0,1.0,4.0,7.0,2.0,6.0,3.0,1.0,2.0,1.0,1.89,1.44,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,4.0,2.0,1.0,1.0,8.0,6.0,7.0,2.0,1.0,0.0,4.0,3.0,3.0,1.44,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
5.0,1.0,7.0,3.0,1.0,7.0,30.0,2112.0,4.0,5.0,1.0,4.0,7.0,1.0,6.0,4.0,1.0,2.0,2.0,1.89,1.89,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,8.0,3.0,1.0,1.0,1.0,8.0,6.0,7.0,2.0,1.0,0.0,4.0,3.0,3.0,1.44,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
5.0,1.0,8.0,2.5,1.0,2.0,163.0,2640.0,4.0,5.0,1.0,4.0,7.0,3.0,6.0,4.0,0.0,4.0,1.0,1.89,4.56,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,8.0,3.0,2.0,1.0,1.0,8.0,2.0,7.0,2.0,1.0,0.0,3.0,3.0,3.0,1.89,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
5.0,1.0,6.0,2.0,2.0,2.0,91.0,1760.0,5.0,3.0,1.0,4.0,7.0,3.0,10.0,4.0,0.0,2.25,1.0,1.89,1.89,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,8.0,3.0,4.0,2.0,1.0,8.0,6.0,7.0,2.0,1.0,0.0,3.0,3.0,3.0,4.11,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
5.0,1.0,2.0,1.0,3.0,5.0,60.0,396.0,5.0,3.0,1.0,4.0,7.0,3.0,6.0,5.0,0.0,2.0,1.0,1.89,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,8.0,6.0,7.0,2.0,1.0,0.0,3.0,3.0,3.0,4.11,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
5.0,1.0,9.0,4.5,1.0,2.0,372.0,5544.0,4.0,3.0,1.0,4.0,6.0,3.0,9.0,4.0,1.0,3.25,2.0,1.89,4.56,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,7.0,8.0,4.0,3.0,1.0,1.0,8.0,6.0,7.0,2.0,1.0,0.0,4.0,3.0,3.0,1.44,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
5.0,1.0,10.0,4.0,1.0,2.0,172.0,1232.0,5.0,5.0,2.0,1.0,6.0,1.0,6.0,3.0,0.0,3.0,1.0,5.0,1.89,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,8.0,1.0,3.0,3.0,1.0,8.0,3.0,7.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0
